"Fiscal Year Ended","Taxing Jurisdiction","Amount Distributed","Jurisdiction Sort Order"
"1996","Metropolitan Commuter Transportation District Sales and Use Tax","$273,199,336","4"
"1996","Albany County Sales and Use Tax","$159,835,527","5"
"1996","Allegany County Sales and Use Tax","$11,799,565","6"
"1996","Broome County Sales and Use Tax","$72,582,009","7"
"1996","Cattaraugus County Sales and Use Tax","$21,003,613","8"
"1996","Cayuga County Sales and Use Tax","$22,753,287","9"
"1996","Chautauqua County Sales and Use Tax","$34,308,208","10"
"1996","Chemung County Sales and Use Tax","$27,792,230","11"
"1996","Chenango County Sales and Use Tax","$8,723,630","12"
"1996","Clinton County Sales and Use Tax","$23,886,281","13"
"1996","Columbia County Sales and Use Tax","$17,897,364","14"
"1996","Cortland County Sales and Use Tax","$15,841,229","15"
"1996","Delaware County Sales and Use Tax","$6,716,898","16"
"1996","Dutchess County Sales and Use Tax","$78,138,194","17"
"1996","Erie County Sales and Use Tax","$381,272,877","18"
"1996","Essex County Sales and Use Tax","$10,110,455","19"
"1996","Franklin County Sales and Use Tax","$8,521,703","20"
"1996","Fulton County Sales and Use Tax","$8,241,830","21"
"1996","Genesee County Sales and Use Tax","$16,681,935","22"
"1996","Greene County Sales and Use Tax","$13,950,080","23"
"1996","Hamilton County Sales and Use Tax","$1,711,213","24"
"1996","Herkimer County Sales and Use Tax","$14,968,251","25"
"1996","Jefferson County Sales and Use Tax","$29,745,903","26"
"1996","Lewis County Sales and Use Tax","$4,295,531","27"
"1996","Livingston County Sales and Use Tax","$12,601,215","28"
"1996","Madison County Sales and Use Tax","$10,341,282","29"
"1996","Monroe County Sales and Use Tax","$304,201,569","30"
"1996","Montgomery County Sales and Use Tax","$10,669,715","31"
"1996","Nassau County Sales and Use Tax","$639,569,202","32"
"1996","Niagara County Sales and Use Tax","$57,417,286","33"
"1996","Oneida County Sales and Use Tax","$63,746,010","34"
"1996","Onondaga County Sales and Use Tax","$151,010,341","35"
"1996","Ontario County Sales and Use Tax","$28,770,934","36"
"1996","Orange County Sales and Use Tax","$92,851,240","37"
"1996","Orleans County Sales and Use Tax","$9,457,154","38"
"1996","Oswego County Sales and Use Tax","$0","39"
"1996","Otsego County Sales and Use Tax","$14,741,424","40"
"1996","Putnam County Sales and Use Tax","$19,050,760","41"
"1996","Rensselaer County Sales and Use Tax","$36,845,855","42"
"1996","Rockland County Sales and Use Tax","$72,061,865","43"
"1996","St. Lawrence County Sales and Use Tax","$24,374,427","44"
"1996","Saratoga County Sales and Use Tax","$49,696,701","45"
"1996","Schenectady County Sales and Use Tax","$41,126,610","46"
"1996","Schoharie County Sales and Use Tax","$5,962,572","47"
"1996","Schuyler County Sales and Use Tax","$3,359,549","48"
"1996","Seneca County Sales and Use Tax","$7,680,612","49"
"1996","Steuben County Sales and Use Tax","$25,847,312","50"
"1996","Suffolk County Sales and Use Tax","$596,556,263","51"
"1996","Sullivan County Sales and Use Tax","$17,320,417","52"
"1996","Tioga County Sales and Use Tax","$9,678,746","53"
"1996","Tompkins County Sales and Use Tax","$27,263,664","54"
"1996","Ulster County Sales and Use Tax","$52,858,943","55"
"1996","Warren County Sales and Use Tax","$25,768,105","56"
"1996","Washington County Sales and Use Tax","$8,820,208","57"
"1996","Wayne County Sales and Use Tax","$20,281,787","58"
"1996","Westchester County Sales and Use Tax","$233,678,459","59"
"1996","Wyoming County Sales and Use Tax","$10,067,544","60"
"1996","Yates County Sales and Use Tax","$4,103,133","61"
"1996","City of Amsterdam Sales and Use Tax","$35,649","62"
"1996","City of Auburn Sales and Use Tax","$0","63"
"1996","City of Batavia Sales and Use Tax","$2,661,298","64"
"1996","City of Canandaigua Sales and Use Tax","$2,533,589","65"
"1996","City of Corning Sales and Use Tax","$2,488,859","66"
"1996","City of Cortland Sales and Use Tax","$182,554","67"
"1996","City of Elmira Sales and Use Tax","$13,301","68"
"1996","City of Fulton Sales and Use Tax","$3,510,571","69"
"1996","City of Geneva Sales and Use Tax","$1,734,109","70"
"1996","City of Glen Cove Sales and Use Tax","$844","71"
"1996","City of Glens Falls Sales and Use Tax","$2,465,554","72"
"1996","City of Gloversville Sales and Use Tax","$1,278,911","73"
"1996","City of Hornell Sales and Use Tax","$1,281,171","74"
"1996","City of Ithaca Sales and Use Tax","$5,455,083","75"
"1996","City of Johnstown Sales and Use Tax","$1,432,315","76"
"1996","City of Mechanicville Sales and Use Tax","$10,784","77"
"1996","City of Mount Vernon Sales and Use Tax","$8,377,674","78"
"1996","City of New Rochelle Sales and Use Tax","$13,311,219","79"
"1996","City of Norwich Sales and Use Tax","$1,011,561","80"
"1996","City of Ogdensburg Sales and Use Tax","$1,606,600","81"
"1996","City of Olean Sales and Use Tax","$3,105,601","82"
"1996","City of Oneida Sales and Use Tax","$1,696,048","83"
"1996","City of Oswego Sales and Use Tax","$6,146,287","84"
"1996","City of Plattsburgh Sales and Use Tax","$0","85"
"1996","City of Rome Sales and Use Tax","$5,103,234","86"
"1996","City of Salamanca Sales and Use Tax","$478,181","87"
"1996","City of Saratoga Springs Sales and Use Tax","$2,314","88"
"1996","City of Schenectady Sales and Use Tax","$0","89"
"1996","City of Sherrill Sales and Use Tax","$249,891","90"
"1996","City of Troy Sales and Use Tax","$1,970","91"
"1996","City of Utica Sales and Use Tax","$6,933,665","92"
"1996","City of White Plains Sales and Use Tax","$27,226,533","93"
"1996","City of Yonkers Sales and Use Tax","$20,198,663","94"
"1996","City of Yonkers Special Sales and Use Tax","$13,464,638","95"
"1996","City of Newburgh Consumer Utilities","$674,028","96"
"1996","City of Oneonta Consumer Utilites","$3,198","97"
"1996","City of Port Jervis Consumer Utilities","$3,198","98"
"1996","Albany City School District Consumer Utilities","$3,665,764","99"
"1996","Batavia City School District Consumer Utilities","$695,609","100"
"1996","Cohoes City School District Consumer Utilities","$433,615","101"
"1996","Glen Cove City School District Consumer Utilities","$1,011,559","102"
"1996","Gloversville City School District Consumer Utilities","$609,661","103"
"1996","Hornell City School District Consumer Utilities","$168,626","104"
"1996","Hudson City School District Consumer Utilities","$501,387","105"
"1996","Johnstown City School District Consumer Utilities","$430,411","106"
"1996","Lackawanna City School District Consumer Utilities","$550,654","107"
"1996","Long Beach City School District Consumer Utilities","$1,321,301","108"
"1996","Middletown City School District Consumer Utilities","$1,147,970","109"
"1996","Mt. Vernon City School District Consumer Utilities","$0","110"
"1996","New Rochelle City School District Consumer Utilities","$2,171,740","111"
"1996","Newburgh City School District Consumer Utilities","$0","112"
"1996","Niagara Falls City School District Consumer Utilities","$2,109,040","113"
"1996","Ogdensburg City School District Consumer Utilities","$330,493","114"
"1996","Peekskill City School District Consumer Utilities","$0","115"
"1996","Rensselaer City School District Consumer Utilities","$0","116"
"1996","Schenectady City School District Consumer Utilities","$2,184,528","117"
"1996","Troy City School District Consumer Utilities","$0","118"
"1996","Utica City School District Consumer Utilities","$2,135,568","119"
"1996","Watertown City School District Consumer Utilities","$1,063,053","120"
"1996","Watervliet City School District Consumer Utilities","$319,185","121"
"1996","White Plains City School District Consumer Utilities","$2,915,993","122"
"1996","Hudson Valley Greenway Hotel Occupancy","$38,843","123"
"1996","City of Lockport Admissions, Club Dues, Food, Drink, Amusements and Utilities Services","$1,413,794","124"
"1996","City of Long Beach Hotel Occupancy and Restaurant Meals","$373,206","125"
"1996","Metropolitan Transportation Authority Aid Trust Account Passenger Car Rental","$0","126"
"1996","City of Niagara Falls Admissions, Club Dues, Food, Drink, Amusements, Hotel Occupancy, Utilities Services","$4,834,668","127"
"1996","City of North Tonawanda Food, Drink, and Utilities Services","$1,243,096","128"
"1995","New York State Sales and Use Tax","$6,578,632,778","1"
"1995","New York City Sales and Use Tax","$115,153,053","2"
"1995","Municipal Assistance Corporation Sales and Use Tax","$2,500,423,100","3"
"1995","Metropolitan Commuter Transportation District Sales and Use Tax","$263,607,444","4"
"1995","Albany County Sales and Use Tax","$155,801,549","5"
"1995","Allegany County Sales and Use Tax","$11,996,446","6"
"1995","Broome County Sales and Use Tax","$74,985,517","7"
"1995","Cattaraugus County Sales and Use Tax","$20,344,216","8"
"1995","Cayuga County Sales and Use Tax","$22,353,399","9"
"1995","Chautauqua County Sales and Use Tax","$33,626,721","10"
"1995","Chemung County Sales and Use Tax","$28,150,250","11"
"1995","Chenango County Sales and Use Tax","$8,051,158","12"
"1995","Clinton County Sales and Use Tax","$24,469,498","13"
"1995","Columbia County Sales and Use Tax","$13,630,716","14"
"1995","Cortland County Sales and Use Tax","$13,722,918","15"
"1995","Delaware County Sales and Use Tax","$6,874,844","16"
"1995","Dutchess County Sales and Use Tax","$73,390,310","17"
"1995","Erie County Sales and Use Tax","$369,341,237","18"
"1995","Essex County Sales and Use Tax","$10,805,697","19"
"1995","Franklin County Sales and Use Tax","$8,612,721","20"
"1995","Fulton County Sales and Use Tax","$8,412,938","21"
"1995","Genesee County Sales and Use Tax","$12,964,579","22"
"1995","Greene County Sales and Use Tax","$13,897,422","23"
"1995","Hamilton County Sales and Use Tax","$1,595,205","24"
"1995","Herkimer County Sales and Use Tax","$13,131,136","25"
"1995","Jefferson County Sales and Use Tax","$29,050,854","26"
"1995","Lewis County Sales and Use Tax","$4,494,022","27"
"1995","Livingston County Sales and Use Tax","$12,611,466","28"
"1995","Madison County Sales and Use Tax","$11,175,160","29"
"1995","Monroe County Sales and Use Tax","$298,975,109","30"
"1995","Montgomery County Sales and Use Tax","$10,425,204","31"
"1995","Nassau County Sales and Use Tax","$619,494,746","32"
"1995","Niagara County Sales and Use Tax","$52,025,496","33"
"1995","Oneida County Sales and Use Tax","$65,038,636","34"
"1995","Onondaga County Sales and Use Tax","$154,998,925","35"
"1995","Ontario County Sales and Use Tax","$26,715,447","36"
"1995","Orange County Sales and Use Tax","$87,047,303","37"
"1995","Orleans County Sales and Use Tax","$8,648,998","38"
"1995","Oswego County Sales and Use Tax","$0","39"
"1995","Otsego County Sales and Use Tax","$13,641,224","40"
"1995","Putnam County Sales and Use Tax","$17,929,897","41"
"1995","Rensselaer County Sales and Use Tax","$33,833,889","42"
"1995","Rockland County Sales and Use Tax","$71,149,753","43"
"1995","St. Lawrence County Sales and Use Tax","$25,333,964","44"
"1995","Saratoga County Sales and Use Tax","$49,835,120","45"
"1995","Schenectady County Sales and Use Tax","$44,396,519","46"
"1995","Schoharie County Sales and Use Tax","$5,662,107","47"
"1995","Schuyler County Sales and Use Tax","$3,296,267","48"
"1995","Seneca County Sales and Use Tax","$6,362,009","49"
"1995","Steuben County Sales and Use Tax","$25,219,862","50"
"1995","Suffolk County Sales and Use Tax","$572,889,222","51"
"1995","Sullivan County Sales and Use Tax","$16,732,423","52"
"1995","Tioga County Sales and Use Tax","$12,226,914","53"
"1995","Tompkins County Sales and Use Tax","$27,571,192","54"
"1995","Ulster County Sales and Use Tax","$54,302,973","55"
"1995","Warren County Sales and Use Tax","$24,785,262","56"
"1995","Washington County Sales and Use Tax","$9,546,620","57"
"1995","Wayne County Sales and Use Tax","$18,769,981","58"
"1995","Westchester County Sales and Use Tax","$227,852,928","59"
"1995","Wyoming County Sales and Use Tax","$9,068,279","60"
"1995","Yates County Sales and Use Tax","$3,965,895","61"
"1995","City of Amsterdam Sales and Use Tax","$560,948","62"
"1995","City of Auburn Sales and Use Tax","$0","63"
"1995","City of Batavia Sales and Use Tax","$2,791,759","64"
"1995","City of Canandaigua Sales and Use Tax","$2,557,573","65"
"1995","City of Corning Sales and Use Tax","$2,281,797","66"
"1995","City of Cortland Sales and Use Tax","$2,800,124","67"
"1995","City of Elmira Sales and Use Tax","$0","68"
"1995","City of Fulton Sales and Use Tax","$3,514,055","69"
"1995","City of Geneva Sales and Use Tax","$1,739,703","70"
"1995","City of Glen Cove Sales and Use Tax","$5,932","71"
"1995","City of Glens Falls Sales and Use Tax","$2,449,755","72"
"1995","City of Gloversville Sales and Use Tax","$1,202,523","73"
"1995","City of Hornell Sales and Use Tax","$1,179,191","74"
"1995","City of Ithaca Sales and Use Tax","$5,578,460","75"
"1995","City of Johnstown Sales and Use Tax","$1,395,186","76"
"1995","City of Mechanicville Sales and Use Tax","$280","77"
"1995","City of Mount Vernon Sales and Use Tax","$8,294,159","78"
"1995","City of New Rochelle Sales and Use Tax","$12,112,307","79"
"1995","City of Norwich Sales and Use Tax","$1,072,741","80"
"1995","City of Ogdensburg Sales and Use Tax","$1,614,609","81"
"1995","City of Olean Sales and Use Tax","$3,097,354","82"
"1995","City of Oneida Sales and Use Tax","$1,856,531","83"
"1995","City of Oswego Sales and Use Tax","$6,723,379","84"
"1995","City of Plattsburgh Sales and Use Tax","$0","85"
"1995","City of Rome Sales and Use Tax","$4,887,023","86"
"1995","City of Salamanca Sales and Use Tax","$512,262","87"
"1995","City of Saratoga Springs Sales and Use Tax","$7,061","88"
"1995","City of Schenectady Sales and Use Tax","$85,488","89"
"1995","City of Sherrill Sales and Use Tax","$206,504","90"
"1995","City of Troy Sales and Use Tax","$1,561","91"
"1995","City of Utica Sales and Use Tax","$7,474,538","92"
"1995","City of White Plains Sales and Use Tax","$24,602,809","93"
"1995","City of Yonkers Sales and Use Tax","$21,143,306","94"
"1995","City of Yonkers Special Sales and Use Tax","$14,093,547","95"
"1995","City of Newburgh Consumer Utilities","$758,906","96"
"1995","City of Port Jervis Consumer Utilities","$299,435","97"
"1995","Albany City School District Consumer Utilities","$4,377,435","98"
"1995","Batavia City School District Consumer Utilities","$837,394","99"
"1995","Cohoes City School District Consumer Utilities","$464,888","100"
"1995","Glen Cove City School District Consumer Utilities","$855,717","101"
